"resourceID","relatedResourceID","relationshipOfResource"
"7a645d7f-a594-4f20-bafb-85f220007e2d","SCBI_014.20220531.HAELON.N","pathogen of"
"cc00747c-dc62-4e75-b56f-77ab0ad8bcef","SCBI_014.20220531.HAELON.N","pathogen of"
"1a638168-2db3-49e1-89b4-9f2046c05e29","SCBI_014.20220531.AMBAME.N","pathogen of"
"bc8d461f-380d-4b42-9ef7-d249097dad2f","SCBI_014.20220531.HAELON.N","pathogen of"
"653fe10a-cefa-460a-b8ed-2c313722d728","SCBI_014.20220531.HAELON.N","pathogen of"
"fdccad6d-bbd4-4f3f-af7e-719a5d680eab","SCBI_014.20220531.AMBAME.N","pathogen of"
"f256d3fe-9a73-4263-a3d0-f40d23023a3e","SCBI_014.20220531.HAELON.N","pathogen of"
"9e7e366d-3401-467e-a663-f8557e7e9c0c","SCBI_014.20220531.HAELON.N","pathogen of"
"b14c078b-92ef-48f6-ae40-289a854f65bd","SCBI_014.20220531.IXOSCA.N","pathogen of"
"633693b3-e52d-4a3a-a74c-11f885de9b3b","SCBI_014.20220531.HAELON.N","pathogen of"
"dfd43bf0-ab3e-4625-ba8d-463d43eeeeeb","SCBI_014.20220531.AMBAME.N","pathogen of"
"5dec1ae0-a2f3-44ae-976b-89baf9601e02","SCBI_014.20220531.HAELON.N","pathogen of"
"cf85cd84-8ac3-4550-a44e-4cd669a24c63","SCBI_014.20220531.AMBAME.N","pathogen of"
"63c596ec-6811-43ec-b64a-51e077d18221","SCBI_014.20220531.AMBAME.N","pathogen of"
"624bd6ac-1139-4e4b-af1b-fd5d8f9fbc6a","SCBI_014.20220531.AMBAME.N","pathogen of"
"d9543619-0217-4f06-97e9-f08dbdec2e7e","SCBI_014.20220531.HAELON.N","pathogen of"
"a3ce6b35-5e2e-46d4-ba3c-50801c613c88","SCBI_014.20220531.HAELON.N","pathogen of"
"ddec802a-ef46-4379-ac56-da5fe67044a4","SCBI_014.20220531.AMBAME.N","pathogen of"
"e2dd7c84-732c-4370-988a-b80b536344d0","SCBI_014.20220531.HAELON.N","pathogen of"
"bc168537-1805-468e-bc08-89d3936abe91","SCBI_014.20220531.IXOSCA.N","pathogen of"
"bb211628-6f66-4d96-bf1e-5fd9d9f99a62","SCBI_014.20220531.IXOSCA.N","pathogen of"
"e4aaf826-6612-4ecf-a23e-b99d9c7b3a89","SCBI_014.20220531.IXOSCA.N","pathogen of"
"8bca9f21-085e-4a88-b1d0-32c980525f4a","SCBI_014.20220531.HAELON.N","pathogen of"
"6a930e2d-81cc-4dbd-8545-779441b9dc42","SCBI_014.20220531.HAELON.N","pathogen of"
"39e309a4-c5e8-4afb-b72a-ea314095879d","SCBI_014.20220531.AMBAME.N","pathogen of"
"2bca5011-5f91-49f6-8993-6d26329df9c1","SCBI_014.20220531.AMBAME.N","pathogen of"
"7be8aa01-c912-43b2-a0ea-bf9ee69e1f89","SCBI_014.20220531.HAELON.N","pathogen of"
"212ae3b3-235f-41b0-beef-9a119bb667c3","SCBI_014.20220531.AMBAME.N","pathogen of"
"f0a55ad4-8bf7-44d8-b507-7ae3e823d35a","SCBI_014.20220531.IXOSCA.N","pathogen of"
"f2a94552-b0fb-4140-83c1-a408d5b68ff2","SCBI_014.20220531.AMBAME.N","pathogen of"
"a8dd8cde-3c38-418f-a1a2-b3a202ed74e3","SCBI_014.20220531.HAELON.N","pathogen of"
"b5e44c38-b747-4fdf-bf47-d62f3db635de","SCBI_014.20220531.HAELON.N","pathogen of"
"c13a4082-50f7-435a-bfca-093c74912bb1","SCBI_014.20220531.HAELON.N","pathogen of"
"f603508c-4b89-4a92-8f0a-506c1284208f","SCBI_014.20220531.AMBAME.N","pathogen of"
"63a10774-7054-41eb-9cec-95aea1a15b01","SCBI_014.20220531.HAELON.N","pathogen of"
"2c119282-319f-40cf-9e2d-11ba8228771b","SCBI_014.20220531.AMBAME.N","pathogen of"
"a6da5f88-db80-4c58-a128-1d98ce846945","SCBI_014.20220620.AMBAME.N","pathogen of"
"e3874573-cf1f-4bdd-abfe-7ccd40e517aa","SCBI_014.20220620.AMBAME.N","pathogen of"
"6a3172b8-4a81-42d4-9fd1-a4fc94bfd40f","SCBI_014.20220620.HAELON.N","pathogen of"
"bdedad99-711b-4c2c-a052-02e43a5048cf","SCBI_014.20220620.HAELON.N","pathogen of"
"2b0cd4f1-fd45-46b9-84ea-0986fefb27bb","SCBI_014.20220620.HAELON.N","pathogen of"
"ba16dcad-078b-4bcf-8918-2a1e5ec7455e","SCBI_014.20220620.HAELON.N","pathogen of"
"db67da01-9880-4c3f-bd9c-5c3397518626","SCBI_014.20220620.HAELON.N","pathogen of"
"a92b629d-25bc-4d7c-bf81-668d7d5fbdda","SCBI_014.20220620.HAELON.N","pathogen of"
"f51f795f-f462-438d-b904-5589925a51c4","SCBI_014.20220620.HAELON.N","pathogen of"
"87cf1712-5b8e-43d8-8842-6a92926ede49","SCBI_014.20220620.AMBAME.N","pathogen of"
"12e11cc8-05f2-49bd-9318-5f5271ec0395","SCBI_014.20220620.AMBAME.N","pathogen of"
"ce5eb7b9-7804-45a9-8c12-d5db64865bfb","SCBI_014.20220620.AMBAME.N","pathogen of"
"18f1c0b5-73c7-4af2-8aa9-7d7fb748ae64","SCBI_014.20220620.HAELON.N","pathogen of"
"89ac00df-b453-4008-82be-2e8094aa6bf1","SCBI_014.20220620.HAELON.N","pathogen of"
"62ded0b4-ea1d-4b1d-8a82-201a0c5dc33e","SCBI_014.20220620.AMBAME.N","pathogen of"
"02aa49c6-830e-4163-b200-64c6c3618e03","SCBI_014.20220620.HAELON.N","pathogen of"
"0bdbcc2b-c018-408d-9441-6da618a4ea86","SCBI_014.20220620.HAELON.N","pathogen of"
"f6a33c35-8451-4e02-ae6a-4894ffb4d731","SCBI_014.20220620.HAELON.N","pathogen of"
"309b681e-a662-43df-bffd-7b5abaac9641","SCBI_014.20220620.HAELON.N","pathogen of"
"f0401aca-5a99-4e9f-9fae-a52272e6cf99","SCBI_014.20220620.HAELON.N","pathogen of"
"77c10c94-20cf-4f54-bcce-6b8f5c1ea0ae","SCBI_014.20220620.AMBAME.N","pathogen of"
"ef40977f-4c96-417f-bce5-d48840860ea2","SCBI_014.20220620.HAELON.N","pathogen of"
"121b9ce6-4c29-4595-b6d8-4d73b59e3832","SCBI_014.20220620.HAELON.N","pathogen of"
"daa19423-914c-413b-8258-ac4f37053a6d","SCBI_014.20220620.HAELON.N","pathogen of"
"acd581c6-8155-4957-80c5-b78fda597848","SCBI_014.20220620.HAELON.N","pathogen of"
"84ae8e3a-ebd7-42a3-94d3-892683b42a9b","SCBI_014.20220620.HAELON.N","pathogen of"
"250325c5-9471-4a5c-a272-9eda6067f097","SCBI_014.20220620.HAELON.N","pathogen of"
"62b79a45-33dd-49d5-a8e8-18438b8f2fb0","SCBI_014.20220620.AMBAME.N","pathogen of"
"2b004472-4a44-4a95-9b8f-300090beba93","SCBI_014.20220620.HAELON.N","pathogen of"
"50f6cf87-b05d-4964-8d97-d3edb6ae61d7","SCBI_014.20220620.HAELON.N","pathogen of"
"b45db3de-6c72-48d1-9f75-18a92b4e659a","SCBI_014.20220620.AMBAME.N","pathogen of"
"e8a1bdbf-cf45-4e22-ad56-834339c71567","SCBI_014.20220620.HAELON.N","pathogen of"
"59ebff6d-ad4b-4890-8fb0-56e0bee7e937","SCBI_014.20220620.HAELON.N","pathogen of"
"f910ce09-0f8e-4b61-9009-b55054a18ece","SCBI_014.20220620.HAELON.N","pathogen of"
"cf261b75-2e5e-4453-b729-54dabb0341f9","SCBI_014.20220620.HAELON.N","pathogen of"
"49cc4162-29e0-45ab-90f9-1617c16848f8","SCBI_014.20220620.HAELON.N","pathogen of"
"dab0e7c5-e81c-44da-9430-765d3621f3b5","SCBI_014.20220620.HAELON.N","pathogen of"
"0c2bc5bb-fe90-4893-b5fa-7df32a6e7ff6","SCBI_014.20220620.HAELON.N","pathogen of"
"6ecb5913-9ea0-49a7-b3ef-c374ff92f4d6","SCBI_014.20220620.HAELON.N","pathogen of"
"37b646db-0758-4771-b380-1ff0c292e149","SCBI_014.20220620.HAELON.N","pathogen of"
"eb48ae67-8092-427d-ad0a-48cd0186bfc7","SCBI_014.20220620.HAELON.N","pathogen of"
"05d6787e-cba3-42df-9b15-4dbccadffe30","SCBI_014.20220620.HAELON.N","pathogen of"
"4aed579b-939e-48ed-b114-9f31656fa34a","SCBI_014.20220620.HAELON.N","pathogen of"
"b1e01171-49f4-4de5-adca-a7af6b0cfad5","SCBI_014.20220620.HAELON.N","pathogen of"
"60fb6b39-fff7-43ed-8f66-356c0d0b11bd","SCBI_014.20220620.HAELON.N","pathogen of"
"d6cdd074-7b51-4caf-ac79-6c79b18b4d2f","SCBI_014.20220620.HAELON.N","pathogen of"
"9d9ccccd-8b51-4b26-83d1-b9f5e4d2a2f9","SCBI_014.20220620.HAELON.N","pathogen of"
"4c36efa7-4392-49aa-926c-be79cfe13dbc","SCBI_014.20220620.HAELON.N","pathogen of"
"b5d3809b-454d-43b4-a09c-9949f7673690","SCBI_014.20220620.HAELON.N","pathogen of"
"cf240519-dabd-4ead-b5b0-71360c68371c","SCBI_014.20220620.HAELON.N","pathogen of"
"830b4111-7ff5-4f15-9d16-094dd4d5d6ab","SCBI_014.20220620.HAELON.N","pathogen of"
"733b64d3-c7eb-4c67-9e6b-815e307fa74e","SCBI_014.20220620.HAELON.N","pathogen of"
"5333da30-a9a5-4cd2-aec3-12f0e28ebd6b","SCBI_014.20220620.HAELON.N","pathogen of"
"25f68d2f-d6b1-4286-a799-6aa4470370aa","SCBI_014.20220620.HAELON.N","pathogen of"
"c872ba33-7c4f-494a-bb1d-2690df973bf2","SCBI_014.20220620.HAELON.N","pathogen of"
"42ca81b1-76d5-48df-a22b-37e9ecf6675a","SCBI_014.20220620.HAELON.N","pathogen of"
"d9b6d33a-2036-402a-af39-a21b0a607dbd","SCBI_014.20220620.HAELON.N","pathogen of"
"d9e08f39-1587-416c-884d-feb771437ce8","SCBI_014.20220620.HAELON.N","pathogen of"
"c54e14bb-daad-4447-8933-5cf74998917a","SCBI_014.20220620.HAELON.N","pathogen of"
"4f669246-c91a-4b7e-ad65-db039609d185","SCBI_014.20220620.HAELON.N","pathogen of"
"60d32ed6-f5e7-4fa2-975b-2243af7e35f5","SCBI_014.20220620.HAELON.N","pathogen of"
"6064858d-8d38-4fd5-bff1-b36748d2b11f","SCBI_014.20220620.HAELON.N","pathogen of"
"22292c7f-8487-4f7e-bac9-8fe6523bcb2d","SCBI_014.20220620.HAELON.N","pathogen of"
"626e7350-db99-44a2-98d5-17c7ebda588b","SCBI_014.20220620.HAELON.N","pathogen of"
"1304366b-0665-45a9-8d9e-f3e90b84ba0b","SCBI_014.20220620.HAELON.N","pathogen of"
"daa66150-466f-4298-a6f3-6f4a35b270b5","SCBI_014.20220620.HAELON.N","pathogen of"
"34369a45-3fef-4fc2-87c5-1cdeb89e5bbd","SCBI_014.20220620.HAELON.N","pathogen of"
"eb2da8e1-9f2c-461f-9741-02b48265ce6e","SCBI_014.20220620.HAELON.N","pathogen of"
"840295ea-81a2-41aa-bcb4-7d5854303bd1","SCBI_014.20220620.HAELON.N","pathogen of"
"8200aec9-b790-498e-a258-f961ee9d21cb","SCBI_014.20220620.HAELON.N","pathogen of"
"0e1885df-fde0-438b-940c-a70550d43fd5","SCBI_014.20220620.HAELON.N","pathogen of"
"213c4259-1001-4be7-9eea-507e9e771438","SCBI_014.20220620.HAELON.N","pathogen of"
"df449293-a8ea-48e2-b08a-23ed740e606f","SCBI_014.20220620.HAELON.N","pathogen of"
"ad65f5ae-0e85-4383-800c-6416a8222ed6","SCBI_014.20220620.HAELON.N","pathogen of"
"b5d049bb-169b-4f2a-a0b8-3b5a0ee78b92","SCBI_014.20220620.HAELON.N","pathogen of"
"9290d534-8e81-4ce7-b2f0-0bb15c837901","SCBI_014.20220620.HAELON.N","pathogen of"
"a2c42745-756b-4c31-8158-995cb2e89a88","SCBI_014.20220620.HAELON.N","pathogen of"
"219647db-eac0-4276-a3bc-0b51df2986f0","SCBI_014.20220620.HAELON.N","pathogen of"
"29208980-c51f-4e83-97f5-58a260aabdd3","SCBI_014.20220620.HAELON.N","pathogen of"
"7bb05091-216f-4d30-848b-0ea481383f97","SCBI_014.20220620.HAELON.N","pathogen of"
"a0ec5cd2-f817-4f12-896c-9d6a2d846633","SCBI_014.20220620.HAELON.N","pathogen of"
"54ec712b-9681-45fa-9c03-7f37030f2aa5","SCBI_014.20220620.HAELON.N","pathogen of"
"0a5baa8e-55aa-41e1-bbb4-464e69ffa831","SCBI_014.20220620.HAELON.N","pathogen of"
"e0f5e536-3823-471a-a7d0-8b44be3c7d92","SCBI_014.20220620.HAELON.N","pathogen of"
"59bd0b23-9d05-4cc7-ab78-c3597bba8296","SCBI_014.20220620.HAELON.N","pathogen of"
"7f5035ee-aa95-4e78-b4ed-ab5134cadfb2","SCBI_014.20220620.HAELON.N","pathogen of"
"8a08a347-d783-4b27-9e01-d5acb4bbb78e","SCBI_014.20220620.HAELON.N","pathogen of"
"46599c9a-9c90-4f15-aa47-fddd6e70088d","SCBI_014.20220620.HAELON.N","pathogen of"
"b01ffc95-e711-43f6-94be-3f0b0a1e1037","SCBI_014.20220620.HAELON.N","pathogen of"
"416ec976-0856-4362-9f11-81af7a01df9f","SCBI_014.20220620.HAELON.N","pathogen of"
"23af5d79-ea40-4e95-bd11-f2bee82cd4cd","SCBI_014.20220620.HAELON.N","pathogen of"
"6b32a907-9ae9-49bb-b659-f5552304427d","SCBI_014.20220620.HAELON.N","pathogen of"
"fa7632f4-223a-4125-adb6-ee01c384e4d0","SCBI_014.20220620.HAELON.N","pathogen of"
"502abb45-9e5c-4b3e-ac51-bdd4f1666819","SCBI_014.20220713.AMBAME.N","pathogen of"
"8767405e-0285-47df-bb27-fd763d83103d","SCBI_014.20220713.HAELON.N","pathogen of"
"31e3925e-8702-42ab-b9fe-c7815e512aca","SCBI_014.20220713.AMBAME.N","pathogen of"
"6c50f125-cbce-4768-a378-1cb3643d0bb9","SCBI_014.20220713.HAELON.N","pathogen of"
"c905325e-5c02-4a52-873c-b37c452a2c3b","SCBI_014.20220713.HAELON.N","pathogen of"
"c9f634f6-357b-45dc-bc89-a7b77b9930f8","SCBI_014.20220713.HAELON.N","pathogen of"
"d91315a3-956a-441d-bb0a-1e2c960add74","SCBI_014.20220713.HAELON.N","pathogen of"
"a0fc3082-40ff-4bdc-8db6-4e09f0ce39d2","SCBI_014.20220713.HAELON.N","pathogen of"
"e56c68e4-6db2-4ae4-bb33-e29825b665ae","SCBI_014.20220713.HAELON.N","pathogen of"
"b75ac34d-4ddd-43a4-a05d-efcd12588da8","SCBI_014.20220713.AMBAME.N","pathogen of"
"e4147129-5238-4504-ad79-87c35d47ab24","SCBI_014.20220713.HAELON.N","pathogen of"
"85c5373b-60b0-4570-a5c9-cf60c5409b98","SCBI_014.20220713.AMBAME.N","pathogen of"
"f4113351-d933-441f-bae2-11dfb16f46af","SCBI_014.20220713.HAELON.N","pathogen of"
"dbd0a3f7-1864-4c49-b954-151ab965c843","SCBI_014.20220713.AMBAME.N","pathogen of"
"c17a8d76-13dd-48ce-9322-1b059ebf9122","SCBI_014.20220713.HAELON.N","pathogen of"
"48c92de4-7ea7-45ee-b7a4-11ba608abbfe","SCBI_014.20220713.AMBAME.N","pathogen of"
"addef77b-fdc2-46d6-8f86-f06d0ca20d05","SCBI_014.20220713.AMBAME.N","pathogen of"
"f705591a-b2cb-4d2f-b59a-e71e5c5f3f87","SCBI_014.20220713.AMBAME.N","pathogen of"
"ce4328a9-276b-40f6-b6e2-cc712a842826","SCBI_014.20220713.HAELON.N","pathogen of"
"79109067-ca4d-4234-baac-ea66cdf0421c","SCBI_014.20220713.AMBAME.N","pathogen of"
"d2b41c0b-836c-41a5-80a5-684c0953122e","SCBI_014.20220713.HAELON.N","pathogen of"
"e92098ec-a60a-4fe8-b4c0-a9c96cf7b017","SCBI_014.20220713.HAELON.N","pathogen of"
"02ecd65e-a97e-4954-bffb-962ce611612d","SCBI_014.20220713.HAELON.N","pathogen of"
"a22eb08c-0a8c-4975-96ec-69515888b3da","SCBI_014.20220822.AMBAME.N","pathogen of"
"59c2f300-d445-4dc5-96cb-3127f6004fb1","SCBI_014.20220822.AMBAME.N","pathogen of"
"4f430018-c3d9-41f1-a904-19fe104384c0","SCBI_014.20220822.AMBAME.N","pathogen of"
"35bd820c-e259-4ad7-87f2-af690301c920","SCBI_014.20220822.AMBAME.N","pathogen of"
"3e86ad5c-0b22-4f9f-b03d-a18b49e037b2","SCBI_014.20220822.AMBAME.N","pathogen of"
"6d4e35e9-1026-4c35-b33e-5c5ea159b913","SCBI_014.20220822.AMBAME.N","pathogen of"
"1fb79f07-cce9-4d34-aa14-907fac9c6a32","SCBI_014.20220822.AMBAME.N","pathogen of"
"367b4529-2e1f-4c25-925e-b3f33d0f0381","SCBI_014.20220822.AMBAME.N","pathogen of"
"6d294cbd-1dc0-40c3-be7e-ae9c6d51aa94","SCBI_014.20220822.AMBAME.N","pathogen of"
"21a5e4e8-22eb-48d2-aee9-6bdffd01674a","SCBI_014.20220822.AMBAME.N","pathogen of"
"2c5c5e7e-4c84-49c6-8e89-441385a76771","SCBI_014.20220822.AMBAME.N","pathogen of"
"330fd689-74b9-4f4e-ac65-fbd63d9ede41","SCBI_014.20220822.AMBAME.N","pathogen of"
"5dd0168a-4d95-4ca3-bedd-c03f16042622","SCBI_014.20220822.AMBAME.N","pathogen of"
"d94eb27a-f273-4f9f-8349-b2693974472f","SCBI_014.20220822.AMBAME.N","pathogen of"
"f1414275-2eb5-4ff6-8fd2-1e94c9bd8500","SCBI_014.20220822.AMBAME.N","pathogen of"
"d225e4d5-7dfc-41b0-a818-b09a25bb46fc","SCBI_014.20220822.AMBAME.N","pathogen of"
"4cd9a38d-1403-42ac-b583-78480e3b7b4e","SCBI_014.20220822.AMBAME.N","pathogen of"
"69789458-1839-4f44-aef9-cde12417c91e","SCBI_014.20220822.AMBAME.N","pathogen of"
"c99581d0-2671-4e9a-b476-0e8ed9fc08c5","SCBI_014.20230327.HAELON.N","pathogen of"
"4f360065-2a59-4288-b2fa-f223795aef10","SCBI_014.20230327.HAELON.N","pathogen of"
"362c51ac-16cb-4b20-aaf9-8f3caff587d0","SCBI_014.20230327.HAELON.N","pathogen of"
"ca1e88af-d3af-42e5-8f4c-d723f5a3dc88","SCBI_014.20230327.HAELON.N","pathogen of"
"8e056b99-3fd1-4b89-a36e-ae41b27f64b3","SCBI_014.20230327.HAELON.N","pathogen of"
"cc590aaa-c2ac-4ffa-9209-dfb41ec37498","SCBI_014.20230327.HAELON.N","pathogen of"
"0a2533bb-f943-4f25-a1ae-aa4f01b7e64f","SCBI_014.20230327.HAELON.N","pathogen of"
"ae3ddd0e-9e28-4ef2-a849-cc3d0b2b295d","SCBI_014.20230327.HAELON.N","pathogen of"
"0d0a61d0-e966-4204-a052-7bd8ad28bcc5","SCBI_014.20230327.HAELON.N","pathogen of"
"2f40c563-c400-47c8-8403-f39334130adc","SCBI_014.20230327.HAELON.N","pathogen of"
"5a2ac70e-a24c-49c7-a371-9196956ba92e","SCBI_014.20230327.HAELON.N","pathogen of"
"5a371149-b05e-4566-b99b-b4b03f674b7e","SCBI_014.20230327.HAELON.N","pathogen of"
"9b793968-71c3-435d-8b97-4124a46e724a","SCBI_014.20230327.HAELON.N","pathogen of"
"fb9e2f0e-f926-4e1a-ad43-c87ae399d381","SCBI_014.20230327.HAELON.N","pathogen of"
"3356c0ae-0ea6-46e6-a358-36bb78f38501","SCBI_014.20230327.HAELON.N","pathogen of"
"b24a572f-6f5f-42ab-a5c7-01b5efee74fb","SCBI_014.20230327.HAELON.N","pathogen of"
"1856ddcd-15ec-4117-93a8-737098813817","SCBI_014.20230327.HAELON.N","pathogen of"
"ea28ae8b-b736-4d5e-a0d9-234fa736d52f","SCBI_014.20230327.HAELON.N","pathogen of"
"1448c577-a364-46cf-af4b-f5f3c5b5b909","SCBI_014.20230327.HAELON.N","pathogen of"
"b8be5fd5-0276-46d9-8463-9b6c1585a040","SCBI_014.20230327.HAELON.N","pathogen of"
"1b2baba9-1134-4ff6-a2f4-cf4f749b0c26","SCBI_014.20230327.HAELON.N","pathogen of"
"60b48593-cd63-4749-8551-e0a110c1cdf2","SCBI_014.20230327.HAELON.N","pathogen of"
"24b1318a-d2b0-433e-9cd5-943d299e86e7","SCBI_014.20230327.HAELON.N","pathogen of"
"d741dabc-a9c9-4663-b499-fe8951c19e9d","SCBI_014.20230327.HAELON.N","pathogen of"
"0a6b8552-a227-481b-bf65-56a3ccac413e","SCBI_014.20230327.HAELON.N","pathogen of"
"4d941f1e-122d-4ccf-b9af-a9347f845e4e","SCBI_014.20230327.HAELON.N","pathogen of"
"79693fe7-13f8-4294-9af1-679f8e6856f8","SCBI_014.20230327.HAELON.N","pathogen of"
"086ba08d-fe65-448c-b98e-0046f95e205e","SCBI_014.20230327.HAELON.N","pathogen of"
"ac1bd06c-7e87-48ba-991b-6329c058c8a7","SCBI_014.20230327.HAELON.N","pathogen of"
"67135c03-718c-4ebf-9321-bcc975e3cd48","SCBI_014.20230327.HAELON.N","pathogen of"
"ddba3981-492d-4a6b-807f-8b65386abd06","SCBI_014.20230327.HAELON.N","pathogen of"
"c45b2da2-b9e8-4eef-b6f5-83dfef9f5020","SCBI_014.20230327.HAELON.N","pathogen of"
"24f115b3-c989-487e-ab34-f82b9211f17f","SCBI_014.20230327.HAELON.N","pathogen of"
"e639cd50-f423-4460-98b0-eb69b900fcb5","SCBI_014.20230327.HAELON.N","pathogen of"
"78109889-d12b-476c-b8c2-0f355ae8f396","SCBI_014.20230327.HAELON.N","pathogen of"
"550a770e-effd-4893-b44f-fd9398d7f8f9","SCBI_014.20230327.HAELON.N","pathogen of"
"67e6c15e-27f4-430d-958d-8d1850df762c","SCBI_014.20230327.HAELON.N","pathogen of"
"dcf7cf49-4d4f-47e6-96f4-f15780ad54a0","SCBI_014.20230327.HAELON.N","pathogen of"
"00a4cd61-5d9b-49fb-b3ed-fc4a472af71c","SCBI_014.20230327.HAELON.N","pathogen of"
"5ae09ccb-de14-4d26-8a0b-29ffc2fbbd05","SCBI_014.20230327.HAELON.N","pathogen of"
"ee7697ea-477b-41cb-bf83-ff5acc832cdc","SCBI_014.20230327.HAELON.N","pathogen of"
"093717e4-3f31-4d69-998d-3bc17b64b9f4","SCBI_014.20230327.HAELON.N","pathogen of"
"3aab1b22-66b8-4d2f-a508-d8c8dd2db546","SCBI_014.20230327.HAELON.N","pathogen of"
"912d5343-f4da-4056-8c4d-694fbf35b834","SCBI_014.20230327.HAELON.N","pathogen of"
"a7a12f8e-7873-434c-b075-ffcaed4fba3d","SCBI_014.20230327.HAELON.N","pathogen of"
"c4353f3e-9ff1-4987-9428-561779b38fdd","SCBI_014.20230327.HAELON.N","pathogen of"
"8f709eed-414f-4fab-a451-91deb4ca1166","SCBI_014.20230327.HAELON.N","pathogen of"
"c22a3ca6-4f1e-42ed-a971-fb3571564d30","SCBI_014.20230327.HAELON.N","pathogen of"
"bc0d6bd8-97ca-4037-b7e2-e5e454e7db97","SCBI_014.20230327.HAELON.N","pathogen of"
"c932e150-c02c-4bb7-b76d-3ff00eb0d937","SCBI_014.20230327.HAELON.N","pathogen of"
"6941dc8b-037a-4c49-b4f9-0adc2045ad24","SCBI_014.20230327.HAELON.N","pathogen of"
"44252868-494c-4e36-b378-91413b3420c5","SCBI_014.20230327.HAELON.N","pathogen of"
"7d362679-da6a-43f1-b163-5ec7588d7df8","SCBI_014.20230327.HAELON.N","pathogen of"
"38c6794b-d381-4c2d-8766-6c834b0a712c","SCBI_014.20230327.HAELON.N","pathogen of"
"e785cd87-afaa-4d94-9b84-684e5b664856","SCBI_014.20230327.HAELON.N","pathogen of"
"cc24aaed-f930-4a4f-a3c2-5c715770b1a3","SCBI_014.20230327.HAELON.N","pathogen of"
"ad8f1e12-73d7-440b-8739-01540ca0f182","SCBI_014.20230327.HAELON.N","pathogen of"
"108d5a5c-07d9-4667-adc4-5c858a18f53e","SCBI_014.20230327.HAELON.N","pathogen of"
"64848e09-3b9d-478d-98f4-e7aedf00ea9d","SCBI_014.20230327.HAELON.N","pathogen of"
"f4d55990-7ce4-49c7-8410-e3bbecb8cf65","SCBI_014.20230327.HAELON.N","pathogen of"
"e8cdbf9d-00e1-441d-b135-7d6e75c83e9e","SCBI_014.20230327.HAELON.N","pathogen of"
"70019c21-25ae-4064-aed2-b34d7dea7353","SCBI_014.20230327.HAELON.N","pathogen of"
"906320f7-2df6-4be0-9842-b3b6b60084fc","SCBI_014.20230327.HAELON.N","pathogen of"
"27a18267-30e2-494c-9d14-0f9af257a2e4","SCBI_014.20230327.HAELON.N","pathogen of"
"d74f530b-1510-4a10-8e31-04cf4bdf1f6e","SCBI_014.20230327.HAELON.N","pathogen of"
"1fa51b0a-eb56-4b55-9dac-082a2e16de35","SCBI_014.20230327.HAELON.N","pathogen of"
"c515d163-d1f1-47c5-8246-ffe765f957aa","SCBI_014.20230327.HAELON.N","pathogen of"
"6661974a-9ea5-47b5-8f08-7f3104d04895","SCBI_014.20230327.HAELON.N","pathogen of"
"95c945dc-366d-48e3-a075-fbfceedc38d0","SCBI_014.20230327.HAELON.N","pathogen of"
"62cad32b-2fd7-4218-852c-346ef74fba14","SCBI_014.20230327.HAELON.N","pathogen of"
"d9d4b2e9-0453-42ca-b5c7-c50ff54a7656","SCBI_014.20230327.HAELON.N","pathogen of"
"a9f8e39c-90b4-4887-b14c-20532ebb25e0","SCBI_014.20230327.HAELON.N","pathogen of"
"2e2b4bc1-e765-49b0-b355-3dc8a345145d","SCBI_014.20230327.HAELON.N","pathogen of"
"936f9669-25cb-477a-9412-354f01f1a4ce","SCBI_014.20230327.HAELON.N","pathogen of"
"a7ec1bd6-5d24-415f-bc7c-81375904d1f5","SCBI_014.20230327.HAELON.N","pathogen of"
"4a6c4ea5-fdc2-421c-932d-acbbca4ff221","SCBI_014.20230327.HAELON.N","pathogen of"
"d7354588-1339-4a08-a6ec-e742967e24fd","SCBI_014.20230327.HAELON.N","pathogen of"
"a983f513-1b83-4017-bed1-a62824c01274","SCBI_014.20230327.HAELON.N","pathogen of"
"f9aa7527-9714-4486-8b1f-d3d4f4883ad1","SCBI_014.20230327.HAELON.N","pathogen of"
"011aa1c4-2877-48ac-bbc8-ee66d3bca130","SCBI_014.20230327.HAELON.N","pathogen of"
"96834569-d647-4221-900f-fb8691717de4","SCBI_014.20230327.HAELON.N","pathogen of"
"01f1eb3e-0001-4276-b4c4-69c51c6d7b5f","SCBI_014.20230327.HAELON.N","pathogen of"
"0b927c71-4cbb-4c60-a2de-fd551896f96a","SCBI_014.20230327.HAELON.N","pathogen of"
"de20a80d-76d4-4ee4-84e0-22d2d060b55c","SCBI_014.20230327.HAELON.N","pathogen of"
"96809b67-78f5-46c7-b790-d8133028def6","SCBI_014.20230327.HAELON.N","pathogen of"
"d01dc55b-7f74-4b06-afb4-8ae97feda07a","SCBI_014.20230327.HAELON.N","pathogen of"
"a6d92879-d7a2-420f-b9d7-7fdd2eac8829","SCBI_014.20230327.HAELON.N","pathogen of"
"d3a786a1-c303-4e5b-abf4-0ac601bd29da","SCBI_014.20230327.HAELON.N","pathogen of"
"708a3e38-d0ac-4ff9-8e49-20245290d3b7","SCBI_014.20230327.HAELON.N","pathogen of"
"f7fc7c6c-0ea1-4313-92a7-fc63b50fbb31","SCBI_014.20230327.HAELON.N","pathogen of"
"00bc9839-9025-45f6-a349-079ba9c2ac64","SCBI_014.20230327.HAELON.N","pathogen of"
